0.000207,1,10000,61.626422
0.000207,1,10000,61.784606
0.000207,1,10000,66.584980
0.000207,1,10000,61.720797
0.000207,1,10000,61.549828
0.000207,1,10000,61.850049
0.000207,1,10000,61.721172
0.000207,1,10000,61.827109
0.000207,1,10000,66.295559
0.000207,1,10000,61.631599
0.000207,1,10000,66.507328
0.000207,1,10000,66.597589
0.000207,1,10000,61.761665
0.000207,1,10000,61.795252
0.000207,1,10000,66.624071
0.000207,1,10000,61.659894
0.000207,1,10000,61.536990
0.000207,1,10000,66.392742
0.000207,1,10000,61.671140
0.000207,1,10000,66.514141
0.000207,1,10000,66.190089
0.000207,1,10000,61.541720
0.000207,1,10000,66.236741
0.000207,1,10000,66.397156
0.000207,1,10000,61.618290
0.000207,1,10000,61.827908
0.000207,1,10000,61.562332
0.000207,1,10000,66.238677
0.000207,1,10000,66.409840
0.000207,1,10000,66.387112
0.000207,1,10000,61.526535
0.000207,1,10000,61.566325
0.000207,1,10000,61.511934
0.000207,1,10000,61.706636
0.000207,1,10000,61.786016
0.000207,1,10000,66.430527
0.000207,1,10000,61.636938
0.000207,1,10000,61.521078
0.000207,1,10000,66.530074
0.000207,1,10000,61.842340
0.000207,1,10000,66.466045
0.000207,1,10000,61.687298
0.000207,1,10000,61.799786
0.000207,1,10000,61.722015
0.000207,1,10000,61.556035
0.000207,1,10000,66.520061
0.000207,1,10000,66.260158
0.000207,1,10000,61.497577
0.000207,1,10000,66.282154
0.000207,1,10000,61.927569
0.000207,1,10000,66.560752
0.000207,1,10000,66.609509
0.000207,1,10000,66.328136
0.000207,1,10000,66.388461
0.000207,1,10000,66.386683
